 new file
  0.82706939366060128      -0.52818926359849150       0.19228187613284922     
  0.86824036508742408      -0.33572707074198321       0.36530261757050669     
  0.19540950352396766       0.85795839218682002       0.47510264491867765     
 -0.97091497076944921       0.12744412179598114       0.20268723530457114     
 -0.76859115840831305       0.45875892378771327       0.44587877395286074     
  0.54984003644300783       0.81349296155201944       0.18948650566643693     
 -0.66698777052425828       0.74506455743907829        2.4737055583695872E-003
 -0.51498663651629950      -0.63535182627142195       0.57542751156266225     
 -0.83631451280705427      -0.49809110540716672       0.22909230974121808     
  0.37274881534307930       0.91294364722365251       0.16610905349891741     
 -0.82255632096236542       0.26381284404967359       0.50378952168468205     
  -5.2006462370482905E-002 -0.15155153320335940       0.98708027062413650     
 -0.96994066830785530        7.9519494799996149E-002  0.22998206432081716     
  -4.9526307015526017E-002  0.98681448903909486       0.15409188536686100     
 -0.55741994855803145       0.27466613998332878       0.78348038424469824     
 -0.58424902616692254      -0.67312989131321854       0.45337536858949151     
  0.41673745546714225      -0.42645405265223058       0.80278691705038396     
  0.94500393466010102      -0.32704968945319440        2.4625404558436233E-003
  0.34902432016211499      -0.84666158608711006       0.40167920356900794     
 -0.94890390037461803        7.9192969885008763E-002  0.30546662890507231     
 -0.11488623685813497       0.68840558198681856       0.71616960789324624     
  0.76151143127619736       0.32862493468069004       0.55866447205974157     
 -0.34751301963554049      -0.89113418864659943       0.29174399566907144     
 -0.47782978749702010       0.44833635291097845       0.75542915540706734     
   3.8041933257516314E-003  0.74101337736632478       0.67147948790509837     
  0.77770496148290713      -0.38402351378801669       0.49769562359214581     
 -0.36088475513689161      -0.87914171238227956       0.31124273976968353     
 -0.95458025896987475       0.21562753669908954       0.20562415860518407     
  0.72659925831229943       0.60792169085705883       0.32013237200494282     
  0.46469245205018234      -0.78571982955551678       0.40829557241150516     
 -0.61484043892322104      -0.69884391250954192       0.36549749741011478     
 -0.73291198426966242      -0.25517954172350898       0.63065317314645009     
  0.57032382246465341      -0.45061195355633366       0.68678934531736235     
  0.33101895329332143       0.66581691250037578       0.66866605386325773     
  0.53613246005537074      -0.47807111581592548       0.69570826752130266     
 -0.69153122032041392       0.31707077766619485       0.64903828336417391     
 -0.30564171394792761      -0.59004234027052982       0.74728386800669622     
  0.82639848580753672       0.44367418397543690       0.34672577223036161     
 -0.43615410691110318      -0.77563395799408819       0.45624725558736590     
 -0.62121613134942699      -0.43632307254798602       0.65093217351236865     
 -0.67580789441374323       0.32590636988585231       0.66111173633198284     
 -0.10897403858012976       0.75260321801743635       0.64939437566500047     
 -0.73575203343173545       0.54037289346932871       0.40824757354410796     
 -0.78411803411068393       0.34109133885337395       0.51847430711811449     
 -0.59894776338861022      -0.56898244683700561       0.56348962006691428     
  0.28527342801994782      -0.79966884106479097       0.52834535665210647     
 -0.98193452186352004       -5.7522139829421705E-002  0.18026590970592479     
  0.24441773730877761       0.87738607797814272       0.41286031519024663     
 -0.94920879749939036      -0.27317835954908654       0.15612892949044155     
  0.41590379071968409      -0.43700834655267651       0.79752601331134831     
  0.92041306228276143       0.38120965201808471        8.6712144406191655E-002
 -0.74512271387170748       0.33402233510064633       0.57725316883181599     
  0.93091729439251292       0.11816122725903365       0.34558778244255456     
 -0.49118600197605755      -0.82870253579990361       0.26830657580757544     
 -0.82936622057688858       0.47161995196544343       0.29954347443087553     
  0.82276432956390511      -0.44725444842311368       0.35074537254680099     
  -6.4567788081005106E-002 -0.83169155879686785       0.55147089838754204     
 -0.89960778933396746       0.41106274757097133       0.14742198929961511     
  0.88299954824077542       0.44632861176381439       0.14526723005403738     
  0.83589807785610726      -0.50558596001645884       0.21367554953878279     
  0.59695431013537603      -0.14807343567288192       0.78849211109485817     
 -0.17145282662267680        7.2658165580914202E-002  0.98250939904792289     
 -0.85615454065774721      -0.50152762244291049       0.12437622939245054     
  0.98565240984254876       0.12934512316269212       0.10843968870115929     
 -0.33702621754458917      -0.54053352770865193       0.77086758532865263     
 -0.71327156953960147       0.70076634678009653        1.3045892341680508E-002
 -0.67460042599964642       -2.8926667868684659E-002  0.73761610145597445     
  0.56879373106487185      -0.79108406852553348       0.22507707130312299     
  0.52022835439067860      -0.19810092258122236       0.83073370207331498     
  0.27246768036086738       0.87337267736426671       0.40370970955915925     
 -0.96514912861435620       0.15079784386721332       0.21388588036602249     
 -0.68220987378261033       -9.9279388145941172E-002  0.72438476737358481     
  0.77393003809396943      -0.44740630460343167       0.44817395588874653     
  0.62532449544725277       0.51991563913783501       0.58194244008624696     
  0.58988284907068456      -0.25431652688611522       0.76639502120305814     
